#RUN	run_id	score_type	score_direction	date_time	search_engine_version	parameters
#PROTEIN	score	rank	accession	coverage	sequence
#UNASSIGNEDPEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
#FEATURE	rt	mz	intensity	charge	width	quality	rt_quality	mz_quality	rt_start	rt_end
#PEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
FEATURE	479.422	158.960793859942	23364.400390625	0	18.5319995880127	0.000128301995573565	0	0	431.225	497.958
FEATURE	345.963	158.961020560974	40699.1015625	0	29.6529998779297	0.000223492999793962	0	0	256.999	427.519
FEATURE	509.076	158.961755134746	17937	0	11.1180000305176	9.84985017566942e-005	0	0	501.664	516.488
FEATURE	108.714	166.082204222913	6316.72998046875	0	7.41400003433228	3.46872984664515e-005	0	0	108.714	119.835
FEATURE	130.961	166.08250319537	5007.56005859375	0	7.41900014877319	2.7498299459694e-005	0	0	123.542	130.961
FEATURE	116.128	172.578166859673	2772.84008789063	0	7.41400003433228	1.52266002260149e-005	0	0	116.128	123.542
FEATURE	145.796	178.117756777394	23783.099609375	0	3.70799994468689	0.000130600994452834	0	0	145.796	179.163
FEATURE	145.796	183.146612658888	20512.69921875	0	3.70799994468689	0.000112642002932262	0	0	145.796	164.338
FEATURE	583.249	184.967021492833	10015.900390625	0	22.2409992218018	5.50010008737445e-005	0	0	572.127	594.368
FEATURE	112.42	185.130006114069	4849.25	0	11.1219997406006	2.66289007413434e-005	0	0	112.42	123.542
FEATURE	123.542	187.103305189476	9693.599609375	0	18.5410003662109	5.32308986294083e-005	0	0	112.42	130.961
FEATURE	90.18	188.066307491014	6122.31005859375	0	11.1180000305176	3.36197008437011e-005	0	0	71.65	90.18
FEATURE	153.211	197.115281649979	76008.3984375	0	7.4210000038147	0.000417387986090034	0	0	153.211	164.338
FEATURE	108.714	197.12534503142	8130.9599609375	0	7.41200017929077	4.46498997916933e-005	0	0	105.008	112.42
FEATURE	123.542	201.118343868771	2471.53002929688	0	3.71099996566772	1.3572000170825e-005	0	0	123.542	127.253
FEATURE	116.128	201.122856400559	10372.7998046875	0	11.121000289917	5.69604017073289e-005	0	0	108.714	119.835
FEATURE	164.338	201.570101468068	17337.80078125	0	14.8249998092651	9.52081027207896e-005	0	0	160.632	175.457
FEATURE	182.869	203.104080850606	204527	0	3.70600008964539	0.00112312997225672	0	0	182.869	190.282
FEATURE	205.106	205.055427143113	9568.8896484375	0	14.8240003585815	5.25461000506766e-005	0	0	193.988	208.812
FEATURE	105.008	205.097290534708	10484.900390625	0	25.9529991149902	5.75763006054331e-005	0	0	105.008	130.961
FEATURE	242.168	205.128687911093	5495.10986328125	0	7.41699981689453	3.01756008411758e-005	0	0	242.168	249.585
FEATURE	323.722	205.128947318868	21130.900390625	0	37.0719985961914	0.000116037001134828	0	0	297.768	334.84
FEATURE	561.008	205.130042788292	19496.19921875	0	40.7719993591309	0.000107059997390024	0	0	553.596	594.368
FEATURE	253.293	205.130101106878	7434.91015625	0	11.1190004348755	4.08277010137681e-005	0	0	253.293	282.943
FEATURE	145.796	205.130815863074	1385390	0	7.41599988937378	0.00760765979066491	0	0	142.088	238.461
FEATURE	145.796	206.132708316519	57881.8984375	0	3.70799994468689	0.000317848986014724	0	0	145.796	186.575
FEATURE	171.751	207.052962034621	26047.099609375	0	18.5310001373291	0.000143034005304798	0	0	160.632	179.163
FEATURE	138.377	207.096108213793	9628.3203125	0	14.835000038147	5.28724012838211e-005	0	0	116.128	142.088
FEATURE	145.796	207.134908008575	12635.2001953125	0	7.41499996185303	6.93839974701405e-005	0	0	145.796	156.926
FEATURE	116.128	208.09742581934	3944.25	0	7.41400003433228	2.16591997741489e-005	0	0	116.128	123.542
FEATURE	205.106	208.576996092777	5581.240234375	0	11.1180000305176	3.06485017063096e-005	0	0	193.988	205.106
FEATURE	127.253	209.116909473636	4212.81982421875	0	11.125	2.31340000027558e-005	0	0	116.128	127.253
FEATURE	153.211	209.637795973558	37739.80078125	2	7.42199993133545	0.000279291009064764	0	0	149.504	156.926
FEATURE	145.796	211.128616949525	44074.80078125	0	11.1300001144409	0.000242030000663362	0	0	145.796	156.926
FEATURE	71.65	211.139640984946	17774	0	29.6480007171631	9.76029987214133e-005	0	0	64.238	112.42
FEATURE	119.835	211.142560702287	73715.6015625	0	11.125	0.000404797989176586	0	0	116.128	130.961
FEATURE	108.714	211.570141430342	9902.4296875	0	7.41200017929077	5.43776986887679e-005	0	0	82.768	108.714
FEATURE	119.835	212.142579160257	7258.31005859375	0	7.41400003433228	3.985789953731e-005	0	0	116.128	123.542
FEATURE	564.714	213.920554804608	5566.7900390625	0	14.8249998092651	3.05692010442726e-005	0	0	553.596	568.421
FEATURE	208.812	214.062986657975	6270.5498046875	0	3.70600008964539	3.44338004651945e-005	0	0	205.106	208.812
FEATURE	193.988	214.063543100826	3617.06005859375	0	3.70600008964539	1.98625002667541e-005	0	0	193.988	197.694
FEATURE	205.106	214.564176481064	5914.77978515625	0	14.8240003585815	3.24801003444009e-005	0	0	193.988	208.812
FEATURE	523.901	214.917800125511	16130.7998046875	0	11.1549997329712	8.85796034708619e-005	0	0	520.195	542.468
FEATURE	119.835	215.135632066661	12841.099609375	0	14.8280000686646	7.05151032889262e-005	0	0	108.714	123.542
FEATURE	186.575	215.640309212275	4528.72998046875	0	7.41200017929077	2.48687993007479e-005	0	0	179.163	186.575
FEATURE	472.008	216.920490936937	20520.5	0	40.7750015258789	0.000112684996565804	0	0	464.595	505.37
FEATURE	383.039	216.92165871827	15476	0	22.25	8.49842981551774e-005	0	0	368.202	457.169
FEATURE	323.722	216.921992024545	11296.7001953125	0	14.8249998092651	6.20338032604195e-005	0	0	286.649	327.428
FEATURE	349.669	216.922337541053	8723.919921875	0	11.1180000305176	4.79060981888324e-005	0	0	331.134	364.495
FEATURE	579.539	216.942892868454	4115.509765625	0	11.1230001449585	2.25996991503052e-005	0	0	579.539	590.662
FEATURE	164.338	217.088169639564	4025.80004882813	0	3.70700001716614	2.21071004489204e-005	0	0	164.338	182.869
FEATURE	112.42	217.100610852597	29848.30078125	0	22.2469997406006	0.000163906996021979	0	0	108.714	134.669
FEATURE	501.664	217.102440086571	5292.169921875	0	11.1180000305176	2.9061100576655e-005	0	0	497.958	509.076
FEATURE	423.813	217.103818821263	4114.02978515625	0	11.1190004348755	2.25915991904913e-005	0	0	412.694	423.813
FEATURE	331.134	217.104584832442	12867.900390625	0	18.5310001373291	7.06622013240121e-005	0	0	316.309	334.84
