#RUN	run_id	score_type	score_direction	date_time	search_engine_version	parameters
#PROTEIN	score	rank	accession	coverage	sequence
#UNASSIGNEDPEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
#FEATURE	rt	mz	intensity	charge	width	quality	rt_quality	mz_quality	rt_start	rt_end
#PEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
FEATURE	130.688	132.095838665962	5696	0	11.125	2.4499999199179e-005	0	0	119.563	130.688
FEATURE	119.563	143.114008889269	7453.75	0	11.125	3.20604995067697e-005	0	0	108.438	119.563
FEATURE	171.467	144.077606579489	3757.8798828125	0	7.41200017929077	1.61635998665588e-005	0	0	167.761	175.173
FEATURE	104.731	157.097806847614	4374.259765625	0	7.41400003433228	1.88148005690891e-005	0	0	101.024	108.438
FEATURE	119.563	157.127488704594	5873.47021484375	0	11.1239995956421	2.52632999035995e-005	0	0	115.855	126.979
FEATURE	197.411	157.532400540779	4832.6201171875	0	7.41200017929077	2.07863995456137e-005	0	0	189.999	197.411
FEATURE	330.842	158.960749307442	53872.8984375	0	40.7680015563965	0.000231721001910046	0	0	238.182	360.491
FEATURE	71.373	161.105247534897	7360.72998046875	0	11.1190004348755	3.16603982355446e-005	0	0	67.666	78.785
FEATURE	189.999	166.537485780674	3394.69995117188	0	7.41200017929077	1.46014999700128e-005	0	0	189.999	197.411
FEATURE	112.146	167.086189425721	5451.25	0	11.125	2.34472008742159e-005	0	0	112.146	123.271
FEATURE	115.855	171.110534390424	21419	0	14.8330001831055	9.21288010431454e-005	0	0	93.612	126.979
FEATURE	112.146	173.099701654343	4204.1201171875	0	11.1219997406006	1.80829993041698e-005	0	0	101.024	112.146
FEATURE	115.855	173.120248544876	17168.099609375	0	22.2479991912842	7.38446033210494e-005	0	0	104.731	126.979
FEATURE	568.054	174.970424435081	21348.099609375	0	40.7690010070801	9.18236983125098e-005	0	0	560.641	601.41
FEATURE	119.563	175.047001373025	19148.099609375	0	7.41599988937378	8.23610025690869e-005	0	0	115.855	123.271
FEATURE	108.438	177.097657800893	5547.52001953125	0	14.8330001831055	2.38612992689013e-005	0	0	108.438	123.271
FEATURE	593.998	180.945956483893	9369.5703125	0	22.238000869751	4.0301001718035e-005	0	0	571.76	593.998
FEATURE	108.438	182.079348452229	5012.5	0	7.41499996185303	2.15600994124543e-005	0	0	104.731	130.688
FEATURE	112.146	184.096045894899	3070.63989257813	0	7.41699981689453	1.32076002046233e-005	0	0	112.146	119.563
FEATURE	575.466	184.965695296886	7864.85009765625	0	11.1190004348755	3.38288009515963e-005	0	0	534.697	601.41
FEATURE	115.855	185.128142627728	22294.099609375	0	14.8330001831055	9.58927994361147e-005	0	0	101.024	134.397
FEATURE	115.855	189.119863540649	21148.400390625	0	37.076000213623	9.09648006199859e-005	0	0	89.903	126.979
FEATURE	119.563	190.071000461086	433524	1	11.125	0.00203243992291391	0	0	112.146	126.979
FEATURE	530.991	191.938470648535	22378.900390625	0	48.181999206543	9.62574995355681e-005	0	0	530.991	579.173
FEATURE	67.666	191.939779928456	5114.740234375	0	11.1190004348755	2.19998000829946e-005	0	0	67.666	78.785
FEATURE	227.063	193.114795941265	5625.7099609375	0	7.41200017929077	2.41975994867971e-005	0	0	223.357	230.769
FEATURE	182.586	193.120898226578	43987.30078125	0	3.70700001716614	0.000189201004104689	0	0	182.586	193.705
FEATURE	112.146	193.135272446157	7103.56982421875	0	7.41499996185303	3.05542998830788e-005	0	0	104.731	112.146
FEATURE	186.293	195.135032234415	45256.30078125	0	7.41300010681152	0.000194659005501308	0	0	182.586	197.411
FEATURE	93.612	195.908726013813	4314.9501953125	0	11.121000289917	1.85597000381676e-005	0	0	82.491	93.612
FEATURE	601.41	198.954839505988	20599.30078125	0	44.4749984741211	8.86030029505491e-005	0	0	556.935	601.41
FEATURE	112.146	199.144773830297	3716.419921875	0	3.70900011062622	1.59853007062338e-005	0	0	112.146	119.563
FEATURE	553.229	199.993286690575	28226.30078125	0	59.298999786377	0.000121409000712447	0	0	542.111	601.41
