#RUN	run_id	score_type	score_direction	date_time	search_engine_version	parameters
#PROTEIN	score	rank	accession	coverage	sequence
#UNASSIGNEDPEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
#FEATURE	rt	mz	intensity	charge	width	quality	rt_quality	mz_quality	rt_start	rt_end
#PEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
FEATURE	456.772	158.825483722718	5255.10986328125	0	3.70600008964539	2.71333992714062e-005	0	0	456.772	516.072
FEATURE	441.948	158.825678320463	43028.5	0	33.3549995422363	0.000222165996092372	0	0	401.18	453.066
FEATURE	375.237	158.82633279662	25304.599609375	0	14.8240003585815	0.00013065300299786	0	0	349.292	393.768
FEATURE	286.287	158.960110765667	10606.599609375	0	14.8240003585815	5.47642994206399e-005	0	0	241.81	289.993
FEATURE	352.998	158.961478110792	26671.80078125	0	22.2390003204346	0.00013771299563814	0	0	341.879	364.118
FEATURE	319.643	158.961593197483	23801.30078125	0	18.5310001373291	0.000122892000945285	0	0	297.406	338.173
FEATURE	108.366	163.568941102932	6362.39990234375	0	11.1230001449585	3.28505993820727e-005	0	0	108.366	119.489
FEATURE	123.197	166.085150428806	6503.830078125	0	7.41599988937378	3.35807999363169e-005	0	0	119.489	134.322
FEATURE	156.569	172.051042551809	3535.52001953125	0	7.41200017929077	1.82547992153559e-005	0	0	156.569	163.981
FEATURE	119.489	173.084013350466	2788.0400390625	0	7.41499996185303	1.43953002407216e-005	0	0	112.074	119.489
FEATURE	567.96	174.9714385901	19488.099609375	0	40.7700004577637	0.000100621997262351	0	0	560.547	601.317
FEATURE	138.032	178.118377711825	10115.400390625	0	3.70799994468689	5.22283007740043e-005	0	0	138.032	160.275
FEATURE	586.492	180.944760255708	11245.400390625	0	25.9449996948242	5.80624982831068e-005	0	0	567.96	593.905
FEATURE	590.199	181.985480685764	3335.39990234375	0	7.41200017929077	1.72215004567988e-005	0	0	590.199	597.611
FEATURE	123.197	182.079309034717	5739.47021484375	0	11.1230001449585	2.96342004730832e-005	0	0	112.074	123.197
FEATURE	108.366	183.103306871779	5227.81005859375	0	11.1230001449585	2.69924003077904e-005	0	0	108.366	119.489
FEATURE	527.191	184.963864935117	6655.97998046875	0	7.41200017929077	3.43663996318355e-005	0	0	527.191	545.723
FEATURE	571.666	184.966155545147	7041.8701171875	0	11.1190004348755	3.6358800571179e-005	0	0	553.135	601.317
FEATURE	182.512	185.151640971502	24570.80078125	0	3.70600008964539	0.000126864993944764	0	0	182.512	189.924
FEATURE	112.074	187.09893548148	6844.58984375	0	18.5389995574951	3.53403011104092e-005	0	0	112.074	130.613
FEATURE	171.393	189.041129835262	20288	0	14.8249998092651	0.000104751998151187	0	0	167.687	182.512
FEATURE	160.275	190.060072966749	15728.2998046875	0	7.41200017929077	8.120879647322e-005	0	0	156.569	163.981
FEATURE	112.074	193.136628125843	22247	0	18.5389995574951	0.000114866001240443	0	0	108.366	126.905
FEATURE	553.135	195.91024440434	24817	0	55.5940017700195	0.000128136001876555	0	0	545.723	601.317
FEATURE	82.423	197.125998695654	17382.30078125	0	25.9440002441406	8.97491991054267e-005	0	0	60.186	100.954
FEATURE	571.666	198.953690970411	17768.19921875	0	44.476001739502	9.17412980925292e-005	0	0	556.841	601.317
FEATURE	134.322	199.123939631535	12771.2001953125	0	25.9570007324219	6.5940803324338e-005	0	0	126.905	152.862
FEATURE	571.666	199.99541312304	30429.599609375	0	51.8899993896484	0.00015711500600446	0	0	538.309	601.317
FEATURE	115.782	201.12048169291	10314.099609375	0	18.5370006561279	5.32543999725021e-005	0	0	104.66	123.197
FEATURE	160.275	201.569810393107	11080.900390625	0	11.1180000305176	5.7213499530917e-005	0	0	156.569	171.393
FEATURE	182.512	203.055872857332	4625.08984375	0	3.70600008964539	2.3880400476628e-005	0	0	182.512	193.63
FEATURE	204.749	205.056137871128	4440.39990234375	0	7.41300010681152	2.29268007387873e-005	0	0	201.042	208.455
