#RUN	run_id	score_type	score_direction	date_time	search_engine_version	parameters
#PROTEIN	score	rank	accession	coverage	sequence
#UNASSIGNEDPEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
#FEATURE	rt	mz	intensity	charge	width	quality	rt_quality	mz_quality	rt_start	rt_end
#PEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
FEATURE	516.863	150.014138256854	8467.7802734375	0	5.42700004577637	6.35740988741418e-008	0	0	516.863	522.29
FEATURE	506.254	150.014744791452	11270.900390625	0	5.69600009918213	8.46190033598759e-008	0	0	500.558	506.254
FEATURE	17.222	150.027002095444	262246	0	28.6611099243164	1.9688800421136e-006	0	0	0.430328	30.6068
FEATURE	35.6509	150.043396815784	32638.099609375	0	4.20410013198853	2.45038989987734e-007	0	0	30.6068	35.6509
FEATURE	303.072	150.062934357509	70399696	0	3.98600006103516	0.000528544012922794	0	0	299.888	313.514
FEATURE	59.0987	150.062992882046	95764.3984375	0	8.50109958648682	7.1897602538229e-007	0	0	59.0987	86.3778
FEATURE	177.692	150.063035070946	13824300	0	4.80900001525879	0.00010379000013927	0	0	174.589	192.204
FEATURE	50.2205	150.063605797784	59043.1015625	0	8.49890041351318	4.432810101207e-007	0	0	44.2417	52.7406
FEATURE	1.69506	150.063662620198	68090.796875	1	8.49331188201904	5.74434011468838e-007	0	0	0.430328	34.8071
FEATURE	418.058	150.075492153562	27348.30078125	0	6.0019998550415	2.05323999580287e-007	0	0	412.056	418.058
FEATURE	27.5955	150.085770856859	68929.6015625	0	28.4774303436279	5.17506975938886e-007	0	0	1.56857	30.046
FEATURE	416.363	150.086827315976	102331	0	6.0019998550415	7.68278027862834e-007	0	0	360.52	460.982
FEATURE	460.142	150.091439519811	264333	0	29.2290000915527	1.9845399492624e-006	0	0	434.38	464.447
FEATURE	406.88	150.111653446133	33395.5	0	5.16699981689453	2.50725008754671e-007	0	0	405.1	410.267
FEATURE	79.5528	150.536393263713	64362.6015625	0	4.29139995574951	4.83219025682047e-007	0	0	75.2582	81.3256
FEATURE	469.606	150.995981908444	145050	0	8.84099960327148	1.08899996575929e-006	0	0	467.922	482.597
FEATURE	472.217	151.035569145078	493640	0	7.19799995422363	3.70612997357966e-006	0	0	467.922	539.54
FEATURE	42.5596	151.038644414102	207309	0	7.65719985961914	1.55641998844658e-006	0	0	38.2645	46.8597
FEATURE	33.1259	151.038855094292	174368	0	6.81930017471313	1.30910996176681e-006	0	0	17.6018	37.4261
FEATURE	94.0579	151.038979655958	507583	0	10.1478004455566	3.81081008526962e-006	0	0	47.7012	99.0521
FEATURE	104.204	151.039016364891	1227520	0	16.4792995452881	9.21590981306508e-006	0	0	99.8997	121.353
FEATURE	152.392	151.039044471574	2059630	0	5.53000020980835	1.54631998157129e-005	0	0	149.193	174.589
FEATURE	144.973	151.039103809728	1173280	0	5.63700008392334	8.80869993125089e-006	0	0	123.88	148.348
